%1K5
%1 mkA
%delta method
%warm up from 4.9 to 260K
%===================Date and Time===================
%11/13/2024 3:53:41 PM
%===============Changing of Bit State===============
%Manual Changing of Bit State
%===============Temperature===============
%Lable: T
%Units: K
%Calibration: x98446
%Step: 0.000000
%Device: Keithley 2002 DMM
%IDN: KEITHLEY INSTRUMENTS INC.,MODEL 2002,4027178,B02  /A02  %Function: 4 - Wire Resistance
%Resolution: 8.5 Digits
%Integration Time: Automatic
%Range [V]: 2000000.000000
%Offset Compensation: Off
%Digital Filter: Off%Triger Count: 1.000000
%Trigger Delay0.000000%===============Resistance===============
%Lable: R
%Units: Ohm
%Function: x*1000000
%Device: Keithley 6221 CS
%IDN: KEITHLEY INSTRUMENTS INC.,MODEL 6221,4025812,D02  /700x %Function: Delta
%High Level [A]: 1.000000E-6
%Low Level [A]: -1.000000E-6
%Delay [s]: 0.200000
%Measurement Units: Volt
%Compliance [V]: 10.000000
%Output Low Connection: Floating
%Triax Inner Shield Connection: Output Low
%Output Responce: Fast
%Analog Filter: Off
%Digital Filter: Moving
%Filter Count: 2
%Filter Window [%]: 1.000000
%=======================
%======2812A Parameters======
%=======================
%Range: 100 mV
%Digital Filter: Repeat
%Filter Count: 2
%Filter Window [%]: 0.000000
%Analog Filter: On
%NPLC: 1%===============Timer===============
%Lable: t
%Units: s
%Function: x/100000
%Device: Timer
%==========================================
"Temperature (T) [K]", "Resistance (R) [Ohm]", "Timer (t) [s]", "Bit State"
4.912877E+0,3.863139E+3,9.22035E-1,0
4.91379E+0,3.863511E+3,9.3053E-1,0
4.914228E+0,3.86391E+3,9.39035E-1,0
4.915415E+0,3.863237E+3,9.47525E-1,0
4.915781E+0,3.862727E+3,9.56025E-1,0
4.916219E+0,3.862041E+3,9.64525E-1,0
4.916256E+0,3.862129E+3,9.7302E-1,0
4.918359E+0,3.86252E+3,9.8152E-1,0
4.918524E+0,3.862406E+3,9.90015E-1,0
4.918195E+0,3.861275E+3,9.9851E-1,0
4.918487E+0,3.861752E+3,1.007005E+0,0
4.917079E+0,3.862064E+3,1.0155E+0,0
4.918487E+0,3.862975E+3,1.024005E+0,0
4.919073E+0,3.859217E+3,1.032505E+0,0
4.923655E+0,3.861511E+3,1.041E+0,0
4.922224E+0,3.860662E+3,1.049495E+0,0
4.921821E+0,3.860957E+3,1.05799E+0,0
4.923857E+0,3.860586E+3,1.06649E+0,0
4.924481E+0,3.85994E+3,1.074995E+0,0
4.925601E+0,3.858837E+3,1.08349E+0,0
4.92685E+0,3.859041E+3,1.091985E+0,0
4.927475E+0,3.858368E+3,1.10048E+0,0
4.927475E+0,3.858757E+3,1.10898E+0,0
4.929001E+0,3.859068E+3,1.117475E+0,0
4.928872E+0,3.858573E+3,1.125975E+0,0
4.930989E+0,3.857414E+3,1.134475E+0,0
4.931155E+0,3.857257E+3,1.14297E+0,0
4.931707E+0,3.857442E+3,1.15147E+0,0
4.931081E+0,3.857468E+3,1.159965E+0,0
4.930437E+0,3.844799E+3,1.16846E+0,0
4.93427E+0,3.85357E+3,1.17696E+0,0
4.933477E+0,3.855213E+3,1.18546E+0,0
4.936761E+0,3.856146E+3,1.19396E+0,0
4.934915E+0,3.855343E+3,1.202455E+0,0
4.932684E+0,3.856883E+3,1.21095E+0,0
4.949471E+0,3.854352E+3,1.219455E+0,0
4.935764E+0,3.850231E+3,1.227945E+0,0
4.944162E+0,3.839967E+3,1.236445E+0,0
4.946091E+0,3.855145E+3,1.244945E+0,0
4.948189E+0,3.850154E+3,1.25344E+0,0
4.944681E+0,3.84521E+3,1.26194E+0,0
4.951218E+0,3.850232E+3,1.270435E+0,0
4.953228E+0,3.848494E+3,1.27893E+0,0
4.954606E+0,3.850187E+3,1.287425E+0,0
4.956433E+0,3.849063E+3,1.295925E+0,0
4.958093E+0,3.848013E+3,1.30443E+0,0
4.959027E+0,3.847438E+3,1.31293E+0,0
4.962952E+0,3.846953E+3,1.32143E+0,0
4.964542E+0,3.845076E+3,1.329925E+0,0
4.964917E+0,3.845597E+3,1.33842E+0,0
4.967071E+0,3.844764E+3,1.34692E+0,0
4.970411E+0,3.844577E+3,1.355415E+0,0
4.970767E+0,3.843965E+3,1.36391E+0,0
4.971594E+0,3.84417E+3,1.37241E+0,0
4.972439E+0,3.841849E+3,1.38091E+0,0
4.97432E+0,3.84185E+3,1.38941E+0,0
4.974733E+0,3.842063E+3,1.397905E+0,0
4.976522E+0,3.841096E+3,1.4064E+0,0
4.977388E+0,3.840469E+3,1.414895E+0,0
4.977878E+0,3.840291E+3,1.42339E+0,0
4.978575E+0,3.840235E+3,1.431895E+0,0
4.980216E+0,3.839467E+3,1.44039E+0,0
4.977011E+0,3.838786E+3,1.44889E+0,0
4.985958E+0,3.833613E+3,1.45738E+0,0
4.983652E+0,3.840651E+3,1.46588E+0,0
4.983538E+0,3.839359E+3,1.47438E+0,0
4.982707E+0,3.83979E+3,1.482875E+0,0
4.983784E+0,3.838093E+3,1.49137E+0,0
4.984238E+0,3.836963E+3,1.49987E+0,0
4.985504E+0,3.836705E+3,1.508365E+0,0
4.985088E+0,3.836268E+3,1.51687E+0,0
4.986564E+0,3.836331E+3,1.525365E+0,0
4.987188E+0,3.835857E+3,1.53386E+0,0
4.98768E+0,3.835496E+3,1.54237E+0,0
4.987964E+0,3.835302E+3,1.55086E+0,0
4.989252E+0,3.834836E+3,1.56067E+0,0
4.98965E+0,3.835104E+3,1.570485E+0,0
4.990351E+0,3.834468E+3,1.57899E+0,0
4.990522E+0,3.834687E+3,1.587485E+0,0
4.991394E+0,3.833856E+3,1.59599E+0,0
4.992077E+0,3.834125E+3,1.604485E+0,0
4.991091E+0,3.833476E+3,1.61298E+0,0
4.990636E+0,3.833429E+3,1.62148E+0,0
4.992134E+0,3.833117E+3,1.629975E+0,0
4.992779E+0,3.833352E+3,1.63847E+0,0
4.993481E+0,3.83281E+3,1.64697E+0,0
4.993367E+0,3.832952E+3,1.65546E+0,0
4.99464E+0,3.832782E+3,1.66396E+0,0
4.994887E+0,3.832746E+3,1.67246E+0,0
4.995058E+0,3.832742E+3,1.68096E+0,0
4.99559E+0,3.831974E+3,1.689455E+0,0
4.995723E+0,3.832384E+3,1.69795E+0,0
4.994811E+0,3.832357E+3,1.70645E+0,0
4.996122E+0,3.832884E+3,1.714945E+0,0
4.978405E+0,3.835998E+3,1.72345E+0,0
4.996369E+0,3.82773E+3,1.73195E+0,0
4.998727E+0,3.81385E+3,1.740445E+0,0
4.99732E+0,3.832594E+3,1.74894E+0,0
4.997529E+0,3.830825E+3,1.757435E+0,0
4.997358E+0,3.832146E+3,1.76593E+0,0
4.99985E+0,3.831774E+3,1.77444E+0,0
4.998803E+0,3.830672E+3,1.782935E+0,0
5.000803E+0,3.831011E+3,1.79143E+0,0
5.00187E+0,3.830456E+3,1.799925E+0,0
5.002613E+0,3.830495E+3,1.80842E+0,0
5.003567E+0,3.830152E+3,1.81692E+0,0
5.00559E+0,3.829632E+3,1.825425E+0,0
5.00601E+0,3.829285E+3,1.83392E+0,0
5.007251E+0,3.829514E+3,1.842415E+0,0
5.006716E+0,3.828843E+3,1.850915E+0,0
5.007347E+0,3.828733E+3,1.859415E+0,0
5.008379E+0,3.828138E+3,1.867915E+0,0
5.008551E+0,3.82812E+3,1.87641E+0,0
5.010751E+0,3.827503E+3,1.884905E+0,0
5.009794E+0,3.827303E+3,1.893405E+0,0
5.010407E+0,3.828029E+3,1.90191E+0,0
5.010751E+0,3.827609E+3,1.910405E+0,0
5.012781E+0,3.825676E+3,1.9189E+0,0
5.013662E+0,3.826027E+3,1.927395E+0,0
5.016155E+0,3.827755E+3,1.935895E+0,0
5.017652E+0,3.825542E+3,1.9444E+0,0
5.019208E+0,3.824548E+3,1.952895E+0,0
5.021458E+0,3.824664E+3,1.96139E+0,0
5.021708E+0,3.824586E+3,1.969885E+0,0
5.022496E+0,3.824034E+3,1.978385E+0,0
5.022997E+0,3.822688E+3,1.98689E+0,0
5.020919E+0,3.821666E+3,1.995385E+0,0
5.024749E+0,3.827261E+3,2.00388E+0,0
5.027352E+0,3.821557E+3,2.01238E+0,0
5.028857E+0,3.821362E+3,2.02088E+0,0
5.028683E+0,3.821305E+3,2.02938E+0,0
5.031213E+0,3.820542E+3,2.037875E+0,0
5.033397E+0,3.8205E+3,2.046375E+0,0
5.034558E+0,3.819263E+3,2.054875E+0,0
5.038316E+0,3.828872E+3,2.06337E+0,0
5.038102E+0,3.817667E+3,2.07187E+0,0
5.041128E+0,3.818063E+3,2.080365E+0,0
5.043148E+0,3.817365E+3,2.08886E+0,0
5.045909E+0,3.815941E+3,2.09736E+0,0
5.046784E+0,3.815202E+3,2.105855E+0,0
5.049024E+0,3.815232E+3,2.11436E+0,0
5.050719E+0,3.813459E+3,2.122855E+0,0
5.052416E+0,3.813416E+3,2.13135E+0,0
5.053939E+0,3.81255E+3,2.13985E+0,0
5.056224E+0,3.812771E+3,2.14835E+0,0
5.057124E+0,3.811709E+3,2.15685E+0,0
5.059119E+0,3.811206E+3,2.165345E+0,0
5.059511E+0,3.810437E+3,2.17384E+0,0
5.060529E+0,3.809661E+3,2.18235E+0,0
5.062018E+0,3.808993E+3,2.19084E+0,0
5.063626E+0,3.808576E+3,2.19934E+0,0
5.064862E+0,3.808319E+3,2.207835E+0,0
5.066236E+0,3.808263E+3,2.21633E+0,0
5.066138E+0,3.80761E+3,2.22483E+0,0
5.067592E+0,3.807238E+3,2.233335E+0,0
5.068398E+0,3.807106E+3,2.24183E+0,0
5.069184E+0,3.806314E+3,2.250325E+0,0
5.070581E+0,3.805669E+3,2.25882E+0,0
5.071093E+0,3.805394E+3,2.26732E+0,0
5.071349E+0,3.805585E+3,2.275815E+0,0
5.072294E+0,3.804807E+3,2.28431E+0,0
5.073574E+0,3.804694E+3,2.292815E+0,0
5.074008E+0,3.80411E+3,2.30131E+0,0
5.076019E+0,3.804268E+3,2.30981E+0,0
5.079158E+0,3.780714E+3,2.318305E+0,0
5.076789E+0,3.816159E+3,2.3268E+0,0
5.077953E+0,3.804528E+3,2.335305E+0,0
5.077697E+0,3.803967E+3,2.3438E+0,0
5.079158E+0,3.803308E+3,2.3523E+0,0
5.079534E+0,3.802749E+3,2.360795E+0,0
5.083569E+0,3.802587E+3,2.369295E+0,0
5.082836E+0,3.801643E+3,2.37779E+0,0
5.084559E+0,3.801203E+3,2.38629E+0,0
5.087572E+0,3.800673E+3,2.39479E+0,0
5.088703E+0,3.799422E+3,2.403285E+0,0
5.090768E+0,3.799509E+3,2.41179E+0,0
5.090331E+0,3.797882E+3,2.420285E+0,0
5.094267E+0,3.800369E+3,2.42878E+0,0
5.096935E+0,3.802771E+3,2.43728E+0,0
5.098769E+0,3.796939E+3,2.445775E+0,0
5.098111E+0,3.797095E+3,2.45428E+0,0
5.100325E+0,3.795457E+3,2.46278E+0,0
5.10332E+0,3.795565E+3,2.471275E+0,0
5.10682E+0,3.786214E+3,2.47977E+0,0
5.109444E+0,3.793657E+3,2.488265E+0,0
5.111971E+0,3.79265E+3,2.49677E+0,0
5.114923E+0,3.79185E+3,2.50527E+0,0
5.117677E+0,3.790603E+3,2.513765E+0,0
5.121E+0,3.790076E+3,2.522265E+0,0
5.123359E+0,3.78916E+3,2.530765E+0,0
5.126044E+0,3.78798E+3,2.53926E+0,0
5.128449E+0,3.786928E+3,2.54776E+0,0
5.131748E+0,3.786215E+3,2.556255E+0,0
5.132721E+0,3.785971E+3,2.564755E+0,0
5.137123E+0,3.784449E+3,2.57325E+0,0
5.137651E+0,3.786591E+3,2.58175E+0,0
5.139378E+0,3.783362E+3,2.59025E+0,0
5.141269E+0,3.783658E+3,2.598745E+0,0
5.144772E+0,3.782073E+3,2.60724E+0,0
5.150344E+0,3.780673E+3,2.615735E+0,0
5.152306E+0,3.780808E+3,2.62423E+0,0
5.156975E+0,3.778036E+3,2.63273E+0,0
5.160895E+0,3.777305E+3,2.64123E+0,0
5.164513E+0,3.776281E+3,2.64973E+0,0
5.168034E+0,3.77414E+3,2.658225E+0,0
5.171892E+0,3.772825E+3,2.66672E+0,0
5.173834E+0,3.772585E+3,2.67522E+0,0
5.16295E+0,3.769067E+3,2.683715E+0,0
5.183591E+0,3.765115E+3,2.69221E+0,0
5.187061E+0,3.767879E+3,2.700715E+0,0
5.190767E+0,3.767101E+3,2.70921E+0,0
5.195523E+0,3.766631E+3,2.71771E+0,0
5.200834E+0,3.764629E+3,2.726205E+0,0
5.206894E+0,3.755066E+3,2.7347E+0,0
5.211266E+0,3.760798E+3,2.743205E+0,0
5.216956E+0,3.759362E+3,2.7517E+0,0
5.222767E+0,3.757554E+3,2.7602E+0,0
5.228806E+0,3.755707E+3,2.768695E+0,0
5.236013E+0,3.753546E+3,2.77719E+0,0
5.241323E+0,3.752116E+3,2.785695E+0,0
5.245469E+0,3.750682E+3,2.794195E+0,0
5.250803E+0,3.748774E+3,2.80269E+0,0
5.255054E+0,3.746948E+3,2.811185E+0,0
5.260607E+0,3.745324E+3,2.81968E+0,0
5.263756E+0,3.744492E+3,2.82818E+0,0
5.266758E+0,3.742646E+3,2.83668E+0,0
5.270934E+0,3.740971E+3,2.84518E+0,0
5.274793E+0,3.739651E+3,2.853675E+0,0
5.278855E+0,3.738591E+3,2.86217E+0,0
5.280268E+0,3.737552E+3,2.87067E+0,0
5.283251E+0,3.736098E+3,2.87917E+0,0
5.283426E+0,3.736184E+3,2.88767E+0,0
5.289361E+0,3.734866E+3,2.896165E+0,0
5.290585E+0,3.732445E+3,2.90466E+0,0
5.296629E+0,3.732519E+3,2.913165E+0,0
5.301877E+0,3.729157E+3,2.92167E+0,0
5.30641E+0,3.730238E+3,2.930175E+0,0
5.317169E+0,3.726087E+3,2.938675E+0,0
5.326425E+0,3.723417E+3,2.94717E+0,0
5.336103E+0,3.722476E+3,2.95567E+0,0
5.344906E+0,3.719574E+3,2.964165E+0,0
5.353701E+0,3.717816E+3,2.97267E+0,0
5.360565E+0,3.71569E+3,2.981165E+0,0
5.370063E+0,3.71244E+3,2.98966E+0,0
5.37803E+0,3.709752E+3,2.99816E+0,0
5.38502E+0,3.707972E+3,3.006655E+0,0
5.390887E+0,3.705287E+3,3.01515E+0,0
5.396033E+0,3.703241E+3,3.02365E+0,0
5.401885E+0,3.701592E+3,3.03215E+0,0
5.407637E+0,3.699188E+3,3.04065E+0,0
5.412779E+0,3.696777E+3,3.049145E+0,0
5.418468E+0,3.695057E+3,3.057645E+0,0
5.422913E+0,3.693652E+3,3.06614E+0,0
5.427579E+0,3.691883E+3,3.074635E+0,0
5.431951E+0,3.690248E+3,3.08314E+0,0
5.436988E+0,3.688956E+3,3.091635E+0,0
5.439288E+0,3.68706E+3,3.10013E+0,0
5.44239E+0,3.685755E+3,3.108625E+0,0
5.444744E+0,3.684741E+3,3.11712E+0,0
5.447147E+0,3.684248E+3,3.125625E+0,0
5.427439E+0,3.684141E+3,3.134125E+0,0
5.459463E+0,3.730405E+3,3.14262E+0,0
5.459558E+0,3.67983E+3,3.15112E+0,0
5.463949E+0,3.680289E+3,3.159615E+0,0
5.468659E+0,3.678678E+3,3.16811E+0,0
5.477034E+0,3.676783E+3,3.176615E+0,0
5.492197E+0,3.681883E+3,3.18511E+0,0
5.506112E+0,3.670394E+3,3.19361E+0,0
5.516973E+0,3.668038E+3,3.20211E+0,0
5.528919E+0,3.665629E+3,3.210605E+0,0
5.540808E+0,3.661595E+3,3.219105E+0,0
5.55051E+0,3.657931E+3,3.2276E+0,0
5.559436E+0,3.654998E+3,3.2361E+0,0
5.570745E+0,3.654073E+3,3.244595E+0,0
5.577924E+0,3.650167E+3,3.2531E+0,0
5.586485E+0,3.646716E+3,3.26159E+0,0
5.59518E+0,3.644335E+3,3.270085E+0,0
5.603631E+0,3.64132E+3,3.27859E+0,0
5.609367E+0,3.639561E+3,3.287085E+0,0
5.616342E+0,3.637336E+3,3.29558E+0,0
5.623262E+0,3.63561E+3,3.30408E+0,0
5.627665E+0,3.633001E+3,3.31258E+0,0
5.633181E+0,3.631154E+3,3.32108E+0,0
5.635854E+0,3.629478E+3,3.329575E+0,0
5.64157E+0,3.622847E+3,3.33807E+0,0
5.645415E+0,3.625804E+3,3.346565E+0,0
5.64968E+0,3.625721E+3,3.35507E+0,0
5.65756E+0,3.623386E+3,3.36357E+0,0
5.677457E+0,3.621742E+3,3.372065E+0,0
5.722013E+0,3.617402E+3,3.38056E+0,0
5.77067E+0,3.606204E+3,3.389055E+0,0
5.816718E+0,3.598894E+3,3.39756E+0,0
5.861269E+0,3.586964E+3,3.40606E+0,0
5.89832E+0,3.576824E+3,3.414555E+0,0
5.935508E+0,3.569689E+3,3.42305E+0,0
5.966278E+0,3.559522E+3,3.43155E+0,0
5.996458E+0,3.550387E+3,3.44004E+0,0
6.021535E+0,3.543704E+3,3.44855E+0,0
6.046909E+0,3.534203E+3,3.457045E+0,0
6.067501E+0,3.528307E+3,3.46554E+0,0
6.086339E+0,3.522461E+3,3.474035E+0,0
6.10323E+0,3.517457E+3,3.48253E+0,0
6.116176E+0,3.512535E+3,3.49103E+0,0
6.131433E+0,3.507779E+3,3.49953E+0,0
6.141838E+0,3.504997E+3,3.508025E+0,0
6.154331E+0,3.500886E+3,3.51653E+0,0
6.160867E+0,3.49792E+3,3.525025E+0,0
6.168907E+0,3.494744E+3,3.53352E+0,0
6.174904E+0,3.493233E+3,3.54202E+0,0
6.182155E+0,3.491085E+3,3.550515E+0,0
6.184991E+0,3.489075E+3,3.559015E+0,0
6.189265E+0,3.487953E+3,3.567515E+0,0
6.192523E+0,3.486189E+3,3.57601E+0,0
6.193802E+0,3.485458E+3,3.584505E+0,0
6.198089E+0,3.484286E+3,3.593005E+0,0
6.199562E+0,3.483809E+3,3.60151E+0,0
6.200171E+0,3.482861E+3,3.610005E+0,0
6.200748E+0,3.48223E+3,3.6185E+0,0
6.203441E+0,3.482309E+3,3.627005E+0,0
6.203441E+0,3.481601E+3,3.6355E+0,0
6.204372E+0,3.481575E+3,3.644E+0,0
6.203858E+0,3.481063E+3,3.652495E+0,0
6.204372E+0,3.480735E+3,3.66099E+0,0
6.203185E+0,3.480764E+3,3.669485E+0,0
6.203313E+0,3.480976E+3,3.677985E+0,0
6.203602E+0,3.48094E+3,3.686485E+0,0
6.203441E+0,3.480848E+3,3.694985E+0,0
6.203377E+0,3.480869E+3,3.70348E+0,0
6.202415E+0,3.48096E+3,3.711975E+0,0
6.201517E+0,3.480942E+3,3.72047E+0,0
6.201838E+0,3.481169E+3,3.728975E+0,0
6.199915E+0,3.48117E+3,3.73747E+0,0
6.198922E+0,3.481399E+3,3.74597E+0,0
6.19873E+0,3.481655E+3,3.754465E+0,0
6.198249E+0,3.481833E+3,3.76296E+0,0
6.196425E+0,3.48166E+3,3.77146E+0,0
6.195049E+0,3.481814E+3,3.779955E+0,0
6.194633E+0,3.481962E+3,3.78845E+0,0
6.195529E+0,3.482293E+3,3.79695E+0,0
6.192523E+0,3.482895E+3,3.80545E+0,0
6.192395E+0,3.482956E+3,3.81395E+0,0
6.191437E+0,3.482757E+3,3.822445E+0,0
6.190734E+0,3.483038E+3,3.83094E+0,0
6.190862E+0,3.48307E+3,3.83944E+0,0
6.19067E+0,3.483435E+3,3.847935E+0,0
6.188659E+0,3.483352E+3,3.856435E+0,0
6.187606E+0,3.483649E+3,3.86493E+0,0
6.188786E+0,3.483649E+3,3.87343E+0,0
6.187191E+0,3.484307E+3,3.88193E+0,0
6.187255E+0,3.484159E+3,3.890425E+0,0
6.187255E+0,3.484405E+3,3.89892E+0,0
6.185118E+0,3.483798E+3,3.907415E+0,0
6.185947E+0,3.486181E+3,3.91591E+0,0
6.186011E+0,3.484527E+3,3.92441E+0,0
6.188659E+0,3.491063E+3,3.932915E+0,0
6.186585E+0,3.491013E+3,3.94141E+0,0
6.191501E+0,3.485535E+3,3.949905E+0,0
6.215109E+0,3.483281E+3,3.9584E+0,0
6.291456E+0,3.480267E+3,3.9669E+0,0
6.37045E+0,3.46871E+3,3.975395E+0,0
6.426159E+0,3.45686E+3,3.9839E+0,0
6.468234E+0,3.444078E+3,3.992395E+0,0
6.504102E+0,3.433933E+3,4.00089E+0,0
6.531917E+0,3.425235E+3,4.00939E+0,0
6.558551E+0,3.418862E+3,4.017885E+0,0
6.576613E+0,3.411699E+3,4.02638E+0,0
6.596548E+0,3.406019E+3,4.034875E+0,0
6.608744E+0,3.401849E+3,4.043375E+0,0
6.620653E+0,3.3981E+3,4.051875E+0,0
6.629553E+0,3.394727E+3,4.060375E+0,0
6.634997E+0,3.392132E+3,4.06887E+0,0
6.637458E+0,3.391803E+3,4.07737E+0,0
6.643221E+0,3.391423E+3,4.085865E+0,0
6.645841E+0,3.387736E+3,4.09436E+0,0
